,0
1442,Knitted figurines of the Prince and Princess of Wales and their children on a postbox in Windsor. Several senior royals will make appearances at coronation lunches today
1443,"Framed perfectly by the window of her carriage, the Princess of Wales returns from the Abbey"
1444,"As the Coronation procession made its way up the aisle of Westminster Abbey yesterday, the female under the most pressure fashion-wise was the Princess of Wales"
1445,"The Alexander McQueen dress Kate wore yesterday – beneath her red, white and deep blue Royal Victorian Order Mantle – delivered the Princess of Wales all the protection she needed"
1446,"King Charles III and Queen Camilla are pictured with members of the working royal family: (left to right) the Duke of Kent, the Duchess of Gloucester, the Duke of Gloucester, Vice Admiral Sir Tim Laurence, the Princess Royal, King Charles III, Queen Camilla, the Prince of Wales, the Princess of Wales, the Duchess of Edinburgh, Princess Alexandra, the Hon. Lady Ogilvy, the Duke of Edinburgh"
1447,The Princess of Wales and her daughter Princess Charlotte looked incredible in matching Alexander McQueen coronation dresses at Westminster Abbey
1448,The Prince and Princess of Wales have released new behind-the-scenes footage of their young children mucking in to help renovate a Scout hut as they led the nation in a day of volunteering for the Big Help Out event
1449,"For the official Coronation photographs, the Princess of Wales paid tribute to Queen Elizabeth by wearing one of the late monarch's necklaces. Pictured: The Princess of Wales wearing Queen Elizabeth's George VI Festoon Necklace"
1450,"King Charles III and Queen Camilla are pictured with members of the working royal family: (left to right) the Duke of Kent, the Duchess of Gloucester, the Duke of Gloucester, Vice Admiral Sir Tim Laurence, the Princess Royal, King Charles III, Queen Camilla, the Prince of Wales, the Princess of Wales, the Duchess of Edinburgh, Princess Alexandra, the Hon. Lady Ogilvy, the Duke of Edinburgh"
1451,"On Saturday, the Princess of Wales wore a gown which featured a high neckline for the Coronation service"
1452,"Following on from the Coronation Concert last night, the Prince and Princess of Wales, with their three children in tow,"
1453,"Prince Louis, the Princess of Wales and Princess Charlotte hold hands during the event this afternoon"
1454,"Left to right: The Duke of Kent, the Duchess of Gloucester, the Duke of Gloucester, Vice Admiral Sir Tim Laurence, the Princess Royal, King Charles III, Queen Camilla, the Prince of Wales, the Princess of Wales, the Duchess of Edinburgh, Princess Alexandra, the Hon. Lady Ogilvy, the Duke of Edinburgh"
1455,"The Prince of Wales, holding a can of Organic Coronation Ale, and the Princess of Wales during a walkabout meeting members of the public in Windsor on Sunday"
1456,"The Prince and Princess of Wales seen during a surprise walkabout in Windsor on Sunday, ahead of the star-studded Coronation concert"
1457,"Left to right: The Duke of Kent, the Duchess of Gloucester, the Duke of Gloucester, Vice Admiral Sir Tim Laurence, the Princess Royal, King Charles III, Queen Camilla, the Prince of Wales, the Princess of Wales, the Duchess of Edinburgh, Princess Alexandra, the Hon. Lady Ogilvy, the Duke of Edinburgh"
1458,"Prince William, Prince of Wales and Catherine, Princess of Wales leave the Abbey with their children"
1459,Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte
1460,"Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte, who was also waving"
1461,"As the family rolled their sleeves up to renovate a building in Slough, fan-favourite Louis was full of energy as he bounced about while the Prince and Princess of Wales later toasted marshmallows"
1462,The Princess of Wales has been Joint President of the Scouts since 2020 and the royals joined volunteers in resetting a path among other tasks
1463,"Prince Louis takes control of a wheelbarrow as he helps his mother, Britain's Catherine, Princess of Wales take part in the Big Help Out in Slough"
1464,"Kate Middleton dressed her daughter in a designer knit, £15 polo top, denim shorts and some £20 trainers"
1465,"Last year, the Princess of Wales dressed her daughter in an almost identical outfit for her seventh birthday portrait"
1466,The Princess of Wales has revealed an affectionate nickname for her youngest son as she and her husband got their children to roll their sleeves up for The Big Help Out today
1467,"As the family rolled their sleeves up to renovate a building in Slough, fan-favourite Louis was full of energy as he bounced about while the Prince and Princess of Wales later toasted marshmallows"
1468,The Princess of Wales has been Joint President of the Scouts since 2020 and the royals joined volunteers in resetting a path among other tasks
1469,"Prince Louis takes control of a wheelbarrow as he helps his mother, Britain's Catherine, Princess of Wales take part in the Big Help Out in Slough"
1470,"Prince Louis takes control of a wheelbarrow as he helps his mother, Britain's Catherine, Princess of Wales take part in the Big Help Out in Slough"
1471,The Big Help Out is known to be a passion project for the Princess of Wales
1472,Keeping you up? The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd - melted hearts again at Westminster Abbey on May 6
1473,The Prince and Princess of Wales' daughter put all her strength into the task and frowned as she released the bow
1474,The Princess of Wales had the slight advantage of having taken an archery lesson during a 2016 royal visit to Bhutan
1475,"Prince Louis takes control of a wheelbarrow as he helps his mother, Britain's Catherine, Princess of Wales take part in the Big Help Out in Slough"
1476,The Prince and Princess of Wales' youngest child was seen filling a wheelbarrow with sand. Social media fans commented on how it looks like 'something he has done before'
1477,"Prince Louis takes control of a wheelbarrow as he helps his mother, Britain's Catherine, Princess of Wales take part in the Big Help Out in Slough"
1478,"Prince Louis takes control of a wheelbarrow as he helps his mother, Britain's Catherine, Princess of Wales take part in the Big Help Out in Slough"
1479,The Big Help Out is known to be a passion project for the Princess of Wales
1480,"Catherine, Princess of Wales, Britain's Prince Louis of Wales and Britain's Princess Charlotte of Wales help to reset a path"
1481,"Donna and Ciara Robinson, who met The Princess of Wales"
1482,The Prince and Princess of Wales are expected to spend the Coronation bank holiday volunteering with some of the UK's largest charities. The pair pictured during a walkabout on Sunday
1483,"Charlotte, eight, seems to be taking after her stylish mother, The Princess of Wales, as she donned a new stylish gown for the special occasion at Windsor Castle"
1484,"Family affair! The Princess of Wales, Princess Eugenie, Princess Charlotte and Prince George all got on their feet during the Coronation Concert"
1485,The Princess of Wales and her daughter Princess Charlotte pictured curtseying to King Charles as he walked past them in the royal box
1486,"The young royal, 8, looked to be struggling with the paper around her arm as she waved her Union Jack about in the stands, looking lost before she sought out the Princess of Wales"
1487,"Kate Middleton, 41, was the epitome of charm during multiple walkabouts with the public which saw her hugging children and posing for selfies"
1488,"The Princess of Wales exceeded expectations over the Coronation weekend and showed herself to be the new Queen in waiting, royal experts have said (Pictured: Princess Catherine on walkabout last Friday)"
1489,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King¿s Coronation alongside Prince William today"
1490,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King¿s Coronation alongside Prince William on Saturday (pictured)"
1491,"The Princess of Wales visits the Coronation Big Lunch in Windsor on Sunday, where she high-fived the crowds"
1492,"The Prince of Wales, holding a can of Organic Coronation Ale, and the Princess of Wales during a walkabout meeting members of the public"
1493,Royal expert Richard Fitzwilliams branded the bank holiday weekend a 'triumph' for the Princess of Wales (pictured with William during walkabout on Sunday)
